Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,876.7,51.54,23,18.8714,0.8116,7.1893,4.5595,0.7967,7.0955,674.0724,2.347,13.6198,2.6342,10.9856,0,0,0,0,0,0,1.7954,170.5665,1.1865,4.9656,0,4.9656,1.5941,151.4414,2.5491,9.788,0,9.788,5.1209,486.4883,1.9223,10.1628,1.7684,8.3944,2.9392,279.2267,0.7401,4.836,1.5562,3.2798,38.6316,3670.0007,6.4752,47.4535,20.8519,26.6016,0.1344,12.7644,0.2774,1.5266,0,1.5266,0.9299,88.345,0.1394,1.1331,0.545,0.5881,19.4945,1851.9771,3.0631,25.707,12.4971,13.2099,67.25,32.3836,0.8058,11.6737,7.5596,0.7884,2.8335,3.5539,13.6198,0,0.3487,1.8799,17.3582,0,1.1272,0.9637,4.9656,0,1.24,2.4394,15.2075,0,3.2686,2.0302,10.1628,0.0624,2.1388,0.8838,4.836,0.401,29.5512,9.869,47.4535,13.426,0.1039,0.2098,1.5266,0,0.7441,0.2369,1.1331,0.2109,15.8999,4.6352,27.1011,7.1291,0.533,1.1594,5.4871,0,0.537,2.3132,17.3582,0,0.7665,0.5508,3.2071,0,1.0489,2.3635,15.2075,0,2.2688,1.2274,7.4036,0.0624,1.7068,0.6128,3.6005,0.401,24.6499,7.67,47.157,13.426,0.0875,0.1606,0.6907,0,0.6437,0.2174,1.1154,0.2109,13.9596,4.1603,27.1011,7.1291,0.3389
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,851.44,55.96,58.5,28.8063,0.8859,9.4181,7.9326,0.4023,4.0032,940.748,1.0263,7.1399,1.0818,6.0581,0,0,0,0,0,0,0.6169,144.9651,0.3977,2.1544,0,2.1544,0,0,0,0,0,0,2.9674,697.3501,0.478,4.3086,1.7588,2.5498,1.9709,463.1654,0.2772,2.8033,1.2975,1.5058,35.2059,8273.3809,2.8496,43.8511,27.0655,16.7856,0.4478,105.2326,0.4353,2.2464,0,2.2464,0.7653,179.8393,0.0931,1.1186,0.6184,0.5002,13.7242,3225.1926,1.7305,19.7993,10.8892,8.9101,136,42.2383,0.9579,13.8765,12.3565,0.3637,1.8845,2.0239,7.1399,0,0.2352,1.3276,16.0573,0,0.8301,0.5457,2.9415,0,0.5544,1.561,13.1326,0,2.9257,0.6558,5.0439,0.6799,1.8869,0.3863,2.8491,0.8106,32.9466,5.8299,43.8511,15.999,0.3054,0.3834,2.2464,0,0.7489,0.1185,1.1186,0.3601,14.9024,3.136,29.6621,10.4626,0.2732,0.6259,2.9072,0,0.4141,1.7416,16.0573,0,0.9923,0.5863,2.9415,0.009,0.9761,1.9706,13.1326,0,2.894,0.763,5.0439,0.6799,1.8231,0.4419,2.8491,0.8106,31.2284,6.848,43.1767,15.999,0.1972,0.2966,1.6472,0,0.7364,0.1334,1.075,0.3601,15.7983,3.6329,29.6621,10.4626,0.4297
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,870.93,54.06,16,14.1873,0.9989,5.0689,3.9318,0.6276,4.6809,304.2603,1.039,6.4319,2.3311,4.1007,0,0,0,0,0,0,1.7743,115.3274,0.9349,3.8542,0.037,3.8172,0.5549,36.0706,1.4888,6.6103,0,6.6103,5.0489,328.1761,1.137,7.9731,2.5336,5.4395,2.3342,151.7244,0.5196,3.5603,1.1557,2.4046,36.9399,2401.0938,5.1184,44.3142,22.8317,21.4824,0.6297,40.9316,0.512,1.9812,0,1.9812,0.833,54.1464,0.1307,1.1501,0.5991,0.551,15.5595,1011.3659,1.4095,19.0728,10.5816,8.4912,48.75,25.7006,0.9275,9.291,6.662,0.6735,1.8114,2.2683,6.4319,0,0,0,0,0,1.1927,0.8343,3.8542,0.0085,0.2803,0.9529,6.6103,0,3.5597,1.5536,7.9731,0.7923,1.7808,0.7762,3.5603,0.3074,29.9015,9.8286,44.9121,8.4266,0.4187,0.4189,1.9812,0,0.8138,0.1974,1.2965,0.4073,13.4783,3.4686,20.3949,5.2136,0.3875,1.013,4.5305,0,0,0,0,0,0.9042,0.6006,2.2424,0.0085,0.144,0.4632,3.7113,0,2.8208,1.1512,5.15,0.7923,1.5062,0.736,3.1509,0.3074,26.4092,9.7439,44.9121,8.4266,0.3139,0.3175,1.2356,0,0.8043,0.2231,1.2965,0.4073,12.4456,3.7186,20.3949,5.2136,0.3087
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1015.6,56.67,23.25,17.5988,0.9433,5.9948,5.1778,0.4693,13.1826,1291.8922,4.3948,23.3454,5.4826,17.8628,0,0,0,0,0,0,0,0,0,0,0,0,33.6639,3299.0576,5.1659,48.0688,25.5677,22.5011,2.3454,229.8479,0.74,4.164,0.2491,3.9149,5.3404,523.3605,0.8243,7.2446,3.5405,3.7041,13.7925,1351.6604,1.991,19.0464,9.9231,9.1232,0.7778,76.2232,0.4591,1.9728,0.0236,1.9492,1.026,100.5446,0.2304,1.4234,0.397,1.0263,18.3319,1796.5292,2.5682,23.2381,11.9772,11.2609,74,30.8538,0.9768,10.3681,9.1565,0.4068,4.8618,6.537,23.3454,0,0.7352,2.8344,19.3043,0,0.128,0.3147,1.7273,0,27.9367,10.2195,52.5309,5.5389,2.0687,1.206,5.8037,0,4.1691,1.2982,7.2446,1.7487,15.3475,4.7658,37.7357,8.4525,0.6031,0.4365,1.9728,0,0.7593,0.2924,1.4234,0.2216,18.0027,5.8156,40.4534,8.5804,0.7434,1.7293,7.3517,0,1.0991,3.4101,19.3043,0,0.1914,0.369,1.7273,0,25.1021,10.9023,52.5309,5.5389,1.9317,1.3606,5.8037,0,3.5894,1.0811,6.8209,1.7487,16.1172,5.5011,37.7357,8.4525,0.5167,0.3985,1.6761,0,0.6274,0.2215,1.046,0.2216,17.8397,6.8788,40.4534,8.5804,0.3147
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,916.99,60.62,56.75,27.8596,0.9188,9.8657,7.7817,0.6091,6.3015,1461.9495,2.4042,12.9134,0,12.9134,0,0,0,0,0,0,1.7843,413.9671,0.9524,4.1374,0,4.1374,0.6971,161.7242,1.4299,6.4945,0,6.4945,5.4663,1268.1736,1.1065,7.5036,1.9086,5.595,2.2825,529.5468,0.4488,3.498,1.1643,2.3338,36.2502,8410.0469,4.6614,46.6968,23.0797,23.6172,0.2586,60.0024,0.3027,1.2868,0,1.2868,0.935,216.9099,0.134,1.2504,0.4814,0.769,15.7365,3650.8601,1.7771,20.6005,11.8667,8.7338,134,41.8418,0.9618,14.1461,12.2311,0.4949,3.0394,3.3416,12.9134,0,0.0201,0.2897,4.697,0,1.6658,0.8595,4.1374,0,0.5368,1.3165,8.8802,0,4.486,1.4936,7.5036,0.7924,2.1599,0.5654,3.498,0.4681,34.7475,6.3631,47.1245,15.1975,0.1929,0.2785,1.4045,0,0.8402,0.2024,1.3181,0.27,15.0675,2.5573,22.1425,7.2205,0.5662,1.0254,4.6556,0,0.0354,0.3836,4.697,0,1.576,0.7713,3.6581,0,0.4153,1.2118,8.8802,0,3.7428,1.3098,6.8322,0.7924,2.0669,0.6247,3.4462,0.4681,33.6081,7.1979,47.1245,15.1975,0.143,0.2477,1.4045,0,0.7684,0.2157,1.3181,0.27,14.5603,2.9195,22.1425,7.2205,0.4255
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,937,59.84,19.5,16.2322,0.93,5.5746,4.9479,0.1842,9.9403,825.0461,3.2296,16.0168,2.2372,13.7796,0,0,0,0,0,0,0.09,7.4692,0.196,0.8313,0,0.8313,30.7592,2553.0127,3.6108,41.7427,24.9646,16.7781,1.0278,85.3097,0.8311,3.0213,0,3.0213,4.2728,354.6455,0.5175,5.2419,3.1754,2.0665,13.2244,1097.6211,2.5096,18.6338,8.9328,9.701,0.6178,51.2752,0.3285,1.446,0.0111,1.4349,1.1316,93.9259,0.0844,1.3575,0.9356,0.4219,21.6052,1793.2278,3.6857,40.1169,17.0824,23.0345,71.75,30.3867,0.9765,10.1656,9,0.3908,3.1652,4.7453,16.0168,0,2.0378,3.9465,13.389,0,0.0654,0.1765,1.4152,0,29.3171,6.7881,47.8528,8.7025,1.6168,1.1293,4.4703,0,4.0714,0.8705,6.073,1.8757,14.431,3.0795,21.6273,8.6676,0.5545,0.3265,1.5651,0.0111,0.8922,0.2325,1.3575,0.3465,22.734,6.5585,47.7942,11.2317,0.4086,1.0523,5.9472,0,2.867,4.4221,13.389,0,0.0553,0.1674,1.4152,0,28.7304,7.6456,47.8528,8.7025,1.8564,1.1481,4.4703,0,3.9895,0.9675,6.073,1.8757,14.9219,3.159,21.6273,8.6676,0.5287,0.3229,1.5651,0.0124,0.7947,0.2007,1.1377,0.3465,23.1933,7.3744,47.7942,11.2317,0.2705
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,838.65,60.53,19.25,17.1203,0.8253,6.5026,3.5617,0.8442,3.9296,322.2252,1.3012,6.8796,1.4321,5.4474,0,0,0,0,0,0,0.3734,30.6227,0.3697,1.577,0,1.577,0.0091,0.7477,0.073,0.6553,0,0.6553,2.2453,184.1178,0.3675,3.1467,1.3992,1.7475,1.8163,148.9355,0.2299,2.4523,1.264,1.1883,31.6387,2594.3767,3.5939,41.7165,21.4038,20.3127,0.3878,31.7974,0.4341,1.7346,0,1.7346,0.7085,58.0995,0.115,0.9807,0.4296,0.5511,13.115,1075.4298,0.9887,15.4408,11.4906,3.9502,72.25,31.1696,0.9345,11.0387,7.884,0.6882,1.166,1.8818,6.8796,0,0.0015,0.0192,0.3192,0,0.6244,0.5465,2.4769,0,0.034,0.2066,2.4704,0,2.1148,0.6285,4.0726,0.6205,1.7398,0.4209,2.9904,0.5615,30.3245,7.4898,47.3993,13.0236,0.3494,0.4319,2.2732,0,0.6289,0.2038,1.037,0.184,12.4547,1.6345,16.6846,8.6115,0.0764,0.2511,1.9498,0,0.0021,0.0227,0.3192,0,0.7234,0.5733,2.4769,0,0.0438,0.2391,2.4704,0,2.0634,0.6994,4.0726,0.6205,1.7096,0.4727,2.9904,0.5615,29.8064,8.5036,47.3993,13.0236,0.3343,0.4311,2.2732,0,0.5974,0.222,1.037,0.184,12.1944,1.7626,16.6846,8.6115,0.265
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1011.4,64.05,22.75,17.3736,0.9471,6.111,4.6957,0.6349,7.7444,727.971,2.3957,13.2311,3.4709,9.7602,0,0,0,0,0,0,0.0043,0.4057,0.027,0.2327,0,0.2327,24.3158,2285.6824,4.1598,37.4628,16.2381,21.2247,2.0278,190.6121,0.8027,4.458,0.1814,4.2766,3.3541,315.2866,0.4624,4.7705,2.4194,2.3511,11.0576,1039.4166,2.2846,19.2288,7.7981,11.4307,0.7562,71.0844,0.3472,1.52,0.1431,1.3768,0.5904,55.4986,0.1104,0.8165,0.401,0.4155,15.0341,1413.2028,2.8919,31.3822,12.239,19.1433,69.5,30.4385,0.9426,10.6765,8.2485,0.6326,2.842,3.7994,13.2311,0,0.3142,1.214,9.4939,0,0.0792,0.2285,1.3815,0,24.9067,7.6402,39.5209,4.4027,1.8247,1.0772,4.5632,0,3.2883,0.6657,4.8811,1.3667,14.5245,5.6797,33.2329,7.7981,0.575,0.3819,1.52,0,0.6105,0.1523,0.9775,0.2156,19.0654,6.3436,39.8902,10.5421,0.4166,0.9612,4.0142,0,0.4697,1.4606,9.4939,0,0.1162,0.2714,1.3815,0,25.1991,8.8674,39.5209,4.4027,1.7242,1.1789,4.5632,0,3.2558,0.7451,4.8811,1.3667,16.2397,6.0662,33.2329,9.5705,0.4853,0.3669,1.4537,0,0.6204,0.1686,0.9775,0.2156,21.0599,6.6377,39.8902,10.5421,0.3282
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1031.8,64.07,12.25,13.6232,0.8295,5.0695,3.4526,0.7268,1.3617,74.8953,0.8453,3.0859,0,3.0859,0,0,0,0,0,0,0.0864,4.7529,0.1437,0.5682,0,0.5682,0.6069,33.3795,1.1364,5.0297,0,5.0297,2.4977,137.3727,0.4197,3.5203,1.795,1.7253,2.024,111.3219,0.2114,2.4759,1.5119,0.964,28.4081,1562.448,3.5244,36.0513,23.1136,12.9378,0.786,43.2275,0.4856,2.007,0.0162,1.9908,0.5503,30.2649,0.0588,0.6739,0.4431,0.2308,16.8241,925.3281,3.8944,31.8455,13.3383,18.5071,59.75,27.6908,0.9792,9.6471,8,0.5608,0.3148,0.6951,3.0859,0,0.1094,0.6121,6.0311,0,0.3022,0.3815,1.4334,0,2.4496,3.9206,21.0993,0,2.3536,0.6679,3.8745,0.4082,2.245,0.5435,4.311,1.2738,28.7618,6.0403,43.9246,17.832,0.5893,0.4406,2.007,0,0.5325,0.1317,0.9075,0.2356,17.1585,4.6748,32.6238,10.0805,0.0086,0.0482,0.3867,0,0.1414,0.6931,6.0311,0,0.3653,0.4058,1.4334,0,2.9887,4.2695,21.0993,0,2.3115,0.7201,3.8745,0.4082,2.3096,0.5923,4.311,1.2738,28.8653,6.6017,43.9246,17.832,0.5317,0.4103,1.9006,0,0.5273,0.146,0.9075,0.2356,17.2563,4.8846,32.6238,10.0805,0.2078
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,892.46,69.62,54.5,27.5021,0.9055,10.2103,6.724,0.7553,10.317,2300.6936,2.5474,19.5898,4.5302,15.0596,0.0025,0.5522,0.0301,0.4408,0,0.4408,0.6616,147.5282,0.9903,3.9698,0,3.9698,0.5649,125.9645,1.4199,7.7667,0,7.7667,5.6396,1257.624,1.4502,9.2195,1.9987,7.2209,3.1273,697.3857,0.633,4.7122,1.4834,3.2287,44.1469,9844.7539,8.4331,57.4729,20.5753,36.8976,0.2502,55.7857,0.408,1.8852,0,1.8852,0.8019,178.8342,0.1642,1.2322,0.535,0.6972,22.2037,4951.4326,2.6628,28.3363,14.2324,14.104,119.75,40.3749,0.9231,14.6443,9.7449,0.7285,5.0814,5.2437,19.5898,0,0.3141,1.3724,11.219,0,0.7304,0.7626,3.9698,0,1.6128,2.9283,16.7328,0,4.0442,1.9898,9.8526,0.0406,2.4639,0.8623,4.7122,0.8237,32.999,12.4574,57.4729,12.1089,0.2071,0.3625,2.1249,0,0.727,0.1799,1.2322,0.3151,18.7053,5.0745,32.4861,7.3984,0.5735,1.2595,7.3965,0,0.5824,1.8316,11.219,0,0.7896,0.4826,2.8283,0,2.515,3.5335,16.7328,0,2.6705,1.2155,9.8526,0.0406,1.8926,0.5776,4.6032,0.8237,23.4007,5.313,35.6979,12.1089,0.1701,0.3143,2.1249,0,0.6625,0.1677,1.0828,0.3151,15.6932,4.7138,32.4861,7.3984,0.4466
