Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	ee681d9b-10ae-4e92-b725-02e1b46b59bc	Glioma	Glioma	PathAnnotationObject	Polygon	797.98	178.43	47.25	25.9841	0.8794	9.3174	6.6089	0.7243	8.5252	1653.8887	3.0114	18.9068	3.7218	15.185	0	0	0	0	0	0	0.2814	54.5992	0.3092	1.2309	0	1.2309	11.4091	2213.3577	2.6198	17.8557	5.5596	12.2961	2.5904	502.5294	0.4984	3.882	1.1072	2.7749	3.4148	662.4736	0.4884	4.7781	2.3571	2.421	17.7154	3436.7871	1.7146	24.208	12.8896	11.3184	0.2769	53.7148	0.2784	1.327	0	1.327	0.6511	126.3177	0.1307	0.9688	0.4209	0.548	16.447	3190.7273	2.0919	24.0069	9.8154	14.1915	119.25	39.7254	0.9496	13.9235	10.8688	0.5962	4.1117	4.4115	18.9068	0	0	0	0	0	0.5314	0.4042	1.9139	0	8.5122	4.6495	18.6657	0	2.5233	0.8114	5.7579	0.7422	3.4053	1.3064	7.4871	0.7237	17.791	5.1154	35.8163	6.7651	0.2583	0.3069	1.6971	0	0.6877	0.187	1.5159	0.3336	15.0851	4.6043	34.2027	5.6466	1.1074	2.0563	10.8646	0	0	0	0	0	0.7016	0.3718	1.9139	0	6.5404	4.6997	18.6657	0	2.4777	0.9665	5.7579	0.7422	3.3988	1.6464	7.4871	0.7237	17.8425	6.4836	35.8163	6.7651	0.2456	0.3247	1.6971	0	0.7126	0.2139	1.5159	0.3336	14.1581	5.5297	34.2027	5.6466	0.3962	0	156.0668	88.1064	162.3937	159.5432	49.2342	69.5486	124.677	6	44.6229	41.4969	83.3437	18.0796	310.2366	510.8806
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	d574bf1e-b698-4d3d-b377-9f63932fb956	Glioma	Glioma	PathAnnotationObject	Polygon	838.76	181.47	67	29.9718	0.9373	10.9316	7.8678	0.7058	7.122	1922.9353	2.1649	16.1577	2.565	13.5927	0	0	0	0	0	0	0.1992	53.7837	0.3815	2.1919	0	2.1919	0	0	0	0	0	0	2.8903	780.3798	0.5469	4.5927	1.8344	2.7582	1.5646	422.4379	0.232	2.363	0.9668	1.3962	26.9141	7266.8188	2.7824	33.5328	18.2294	15.3034	0.5329	143.8949	0.4835	2.4952	0	2.4952	0.5651	152.5662	0.112	0.8888	0.332	0.5569	13.4434	3629.7117	1.4743	17.6829	8.9238	8.7591	147.25	43.8069	0.9642	15.3941	12.2565	0.6139	3.4485	3.7341	16.1577	0	0	0	0	0	0.3887	0.4672	2.1919	0	0.3374	0.997	7.3493	0	2.58	0.7625	4.6285	0.7946	1.4463	0.446	3.0908	0.4286	22.4494	6.6743	33.5328	5.8021	0.6086	0.6116	3.3014	0	0.5929	0.1242	1.0703	0.318	11.6396	2.9904	20.802	4.9943	0.349	0.8572	3.7199	0	0	0	0	0	0.5486	0.4735	2.1658	0	0.6221	1.2875	7.3493	0	2.3182	0.8192	4.6285	0.7946	1.3465	0.5478	3.0908	0.4286	18.6823	6.6793	33.231	5.8021	0.6724	0.696	3.3014	0	0.6163	0.1292	1.0703	0.318	10.1176	3.0985	20.802	4.9943	0.4499	0	184.5024	121.8547	191.28	170.8689	33.7433	44.2144	88.0695	5	33.7565	39.2673	42.5883	22.7497	284.5001	453.1882
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	8d5d9cfe-8b56-43a8-a573-47472992a982	Glioma	Glioma	PathAnnotationObject	Polygon	881.5	180.69	24	19.8082	0.7687	6.9162	5.2899	0.6822	3.2678	326.7752	0.9696	4.9047	1.0852	3.8195	0.0065	0.6489	0.0399	0.3786	0	0.3786	0.343	34.2977	0.282	1.4849	0	1.4849	2.1687	216.8655	1.285	4.8067	0	4.8067	2.1286	212.8623	0.5135	3.5803	1.1734	2.4068	1.7752	177.5204	0.4586	2.9839	0.9544	2.0295	14.3983	1439.8307	2.131	20.1038	9.6378	10.466	0.1651	16.5128	0.1981	0.8254	0	0.8254	0.7159	71.5885	0.1317	1.0646	0.4405	0.6241	12.4948	1249.4832	2.5288	22.9061	9.304	13.6021	82.75	33.2585	0.9401	11.3975	9.7578	0.4824	1.0708	1.56	4.9047	0	0.801	2.9185	18.9516	0	0.5546	0.3789	1.985	0	2.2085	1.6956	9.2474	0	1.9716	0.5192	3.5803	0.8323	1.7458	0.4687	3.1526	0.8854	13.4229	2.9434	20.2054	6.7795	0.1025	0.1646	1.0837	0	0.6759	0.1443	1.0646	0.3782	11.787	3.7311	27.6343	7.0541	0.1239	0.307	1.8369	0	1.1434	3.437	18.9516	0	0.6458	0.3793	1.985	0	2.2256	1.8469	9.2474	0	1.9039	0.508	3.5626	0.8323	1.7332	0.4734	3.1526	0.8854	13.0025	3.143	20.2054	6.7795	0.0756	0.1398	1.0837	0	0.6586	0.1463	1.0176	0.3782	11.4819	4.1106	27.6343	7.0541	0.2939	0	220.4143	161.8678	227.3845	172.7727	60.0739	31.7493	59.7882	5	42.0954	32.3898	83.3437	21.0726	260.2971	411.4859
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	6cdc47a7-4ce7-46c3-9563-af66b18f9754	Glioma	Glioma	PathAnnotationObject	Polygon	913.6	181.73	39	23.369	0.8974	8.531	5.9251	0.6708	8.0775	1284.3177	3.1069	19.1876	2.584	16.6036	0.0191	3.044	0.1186	1.1054	0	1.1054	0.1474	23.4352	0.2221	1.1509	0	1.1509	12.4543	1980.2285	2.6113	17.4116	5.6682	11.7434	2.8426	451.9701	0.687	4.9393	1.2332	3.7061	2.8859	458.8633	0.5714	4.6458	1.8162	2.8296	15.0105	2386.6672	1.5502	18.0981	11.3742	6.7239	0.157	24.9635	0.2161	1.0616	0	1.0616	0.6374	101.3539	0.0614	0.8573	0.527	0.3304	19.9479	3171.7156	3.331	33.3289	15.5639	17.765	105.25	37.2228	0.9546	13.065	10.3382	0.553	3.3913	4.1919	19.1876	0	0.401	0.9584	5.3292	0	0.35	0.4012	1.7629	0	10.0901	4.4909	22.1048	0.7672	2.7545	0.6896	5.222	1.2332	2.7935	0.6421	4.6458	1.1946	14.7186	2.3816	19.9784	9.7033	0.1266	0.1901	1.0616	0	0.6554	0.0927	1.019	0.4707	19.6263	3.8832	33.3289	10.4388	0.5796	1.103	5.0803	0	0.6302	1.1502	5.3292	0	0.4715	0.4345	1.7629	0	8.6716	4.78	22.1048	0.7672	2.7017	0.687	5.222	1.3387	2.7381	0.676	4.4469	1.1946	14.5435	2.751	19.9784	9.7033	0.1084	0.1705	0.8195	0	0.6661	0.1058	1.019	0.4707	19.4333	4.1738	32.8276	10.4388	0.3673	0	248.3559	192.5733	255.4026	179.4116	88.3094	51.1082	51.4148	5	29.4702	29.2842	53.4074	14.6312	162.59	225.0118
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	f4175873-678d-4ee1-b98e-ef2dec9b6bea	Glioma	Glioma	PathAnnotationObject	Polygon	966.94	184.97	69.25	30.0476	0.9639	10.9696	8.3383	0.6306	4.77	1330.8223	1.1017	7.5518	2.0636	5.4881	0	0	0	0	0	0	0	0	0	0	0	0	0.0197	5.5075	0.2103	3.2683	0	3.2683	2.1445	598.3025	0.6488	5.1907	0.7671	4.4235	1.6157	450.7927	0.3358	2.5738	0.6437	1.9301	23.2263	6480.1255	4.3408	37.4443	13.7025	23.7418	1.5185	423.659	0.569	3.5461	0.4058	3.1403	0.4444	123.9896	0.1119	0.8288	0.2421	0.5867	12.5125	3490.9773	2.1115	19.8337	7.5734	12.2603	148	43.62	0.9775	15.2171	12.5	0.5567	2.3611	2.4322	7.5518	0	0.0294	0.1491	1.2004	0	0.0195	0.1321	1.8304	0	0.2446	0.7436	4.5525	0	1.9432	1.0141	5.675	0.2112	1.4805	0.575	3.0072	0.0288	20.3828	8.6226	40.7825	1.7205	1.2757	0.7164	4.2417	0.0051	0.477	0.1573	0.8369	0.1032	11.4639	3.7153	21.399	2.1905	0.2139	0.557	3.2942	0	0.0556	0.2016	1.2004	0	0.0369	0.1801	1.8304	0	0.445	0.9605	4.5525	0	1.7638	1.2265	5.675	0.2112	1.36	0.7035	3.0072	0.0288	17.8482	10.5058	40.7825	1.7205	1.0593	0.7642	4.2417	0.0051	0.5061	0.1842	0.8369	0.1032	10.5292	4.5072	21.399	2.1905	0.4589	0	236.1962	243.8131	233.8865	200.3248	82.2522	63.843	74.4472	6	40.2892	37.6019	75.2386	12.375	247.5787	629.0038
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	da222c15-5602-4cd9-91a5-8ee7e5d95f58	Glioma	Glioma	PathAnnotationObject	Polygon	941.92	189.64	14.5	14.1779	0.9065	5.2459	3.4429	0.713	1.9134	118.6279	0.779	3.3966	0.4937	2.9029	0	0	0	0	0	0	0.0776	4.8083	0.0954	0.3472	0	0.3472	3.0303	187.8795	1.0789	4.9574	0.5224	4.435	1.3858	85.9224	0.2229	2.0128	0.9532	1.0596	1.8239	113.0825	0.3294	2.6772	1.3076	1.3696	14.8563	921.0891	1.7185	20.296	11.9852	8.3108	0.4567	28.3137	0.2737	1.2471	0	1.2471	0.6141	38.0749	0.0917	0.8022	0.472	0.3302	11.1556	691.646	0.8546	12.9749	9.0748	3.9001	61	28.1293	0.9688	9.7433	7.9245	0.5817	0.5215	0.9041	3.3966	0	0.0095	0.05	0.4321	0	0.1192	0.1854	0.9271	0	2.7798	1.8959	6.9491	0	1.2574	0.3322	3.0515	0.6103	1.7758	0.6788	3.4737	0.4097	15.2449	5.687	27.4909	6.0887	0.4423	0.315	1.8934	0	0.5713	0.0881	0.8022	0.3871	10.4354	2.1725	15.3572	5.9823	0.0575	0.1596	0.82	0	0.0127	0.0574	0.4321	0	0.133	0.2052	0.9271	0	2.6963	2.0946	6.9491	0	1.2146	0.3516	3.0515	0.6103	1.7597	0.7605	3.4737	0.4097	15.3744	6.4915	27.4909	6.0887	0.4376	0.3282	1.8934	0	0.5571	0.0823	0.7993	0.3871	10.1953	2.4143	15.3572	5.9823	0.2343	0	249.2684	218.3006	244.2206	183.4706	82.2135	73.3507	53.8297	5	28.0297	25.5103	44.1629	18.2638	262.3056	463.2056
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	780d4a70-50f7-41f1-8a80-43597df0ffd1	Glioma	Glioma	PathAnnotationObject	Polygon	753.17	191.95	15	14.5175	0.8944	4.9502	4.1252	0.5904	1.9883	125.2624	0.8465	3.6828	0.1749	3.5079	0	0	0	0	0	0	0.1191	7.5012	0.1291	0.4308	0	0.4308	8.0701	508.4151	3.1855	13.8436	1.9518	11.8918	2.2918	144.3804	0.5682	3.3451	1.1042	2.2409	2.2378	140.9806	0.5478	3.0896	1.1776	1.912	18.6451	1174.6433	4.453	24.3395	8.5547	15.7848	0.1626	10.2412	0.1825	0.8247	0	0.8247	0.6742	42.4757	0.1629	1.0049	0.3528	0.6521	15.5163	977.5278	4.59	22.2617	7.2066	15.0551	62.25	28.2094	0.983	9.3899	8.5	0.3709	0.5282	0.954	3.6828	0	0	0	0	0	0.4141	0.5067	2.7572	0	6.6647	4.3304	15.9045	0	2.1421	0.8319	4.4275	0.555	1.9632	0.7787	3.3828	0.4492	15.6214	6.2611	26.174	5.7212	0.2308	0.2278	0.9789	0	0.6374	0.1707	1.1562	0.3358	12.3554	4.7188	22.2617	5.3633	0.039	0.1422	0.9868	0	0	0	0	0	0.5129	0.5464	2.7572	0	6.1937	4.5626	15.9045	0	2.0919	0.8989	4.4275	0.555	1.8712	0.8229	3.3828	0.4492	14.6082	6.4592	26.174	5.7212	0.2536	0.2372	0.9789	0	0.625	0.1719	1.1562	0.3358	11.2962	4.2767	21.8121	5.3633	0.2352	0	117.9109	47.0358	123.4986	137.4577	81.7831	75.3114	162.3776	7	44.8259	46.952	64.5602	33.5435	397.7003	692.5506
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	2c79943c-3a3e-4208-bcb7-58d0ac66494d	Glioma	Glioma	PathAnnotationObject	Polygon	788.11	193.71	28.75	21.1029	0.8113	7.3745	5.1894	0.7378	4.4731	541.2452	1.3909	8.9628	1.6293	7.3336	0.0003	0.039	0.0028	0.0298	0	0.0298	0.5089	61.5806	0.316	1.3522	0	1.3522	4.4273	535.7082	1.1764	6.9714	1.6903	5.2811	1.9995	241.9398	0.3945	3.0534	1.1347	1.9187	2.5566	309.3456	0.5182	4.9862	1.7035	3.2827	20.7382	2509.325	1.6455	23.2624	15.4331	7.8293	0.1207	14.6102	0.143	0.673	0	0.673	0.6614	80.0261	0.1152	0.8624	0.3707	0.4917	14.2029	1718.5448	0.9524	16.9078	11.5905	5.3173	90.75	34.8077	0.9413	11.6983	9.7018	0.5184	1.6346	2.1938	8.9628	0	0.0572	0.1996	1.3142	0	0.6369	0.3499	1.993	0	2.9365	1.7812	6.9714	0	1.9701	0.6173	3.9739	0.4577	2.5551	0.7805	5.457	0.5501	16.6162	4.7165	23.2624	3.1954	0.1721	0.2378	1.1741	0	0.5478	0.187	0.9089	0.1665	12.1145	2.49	17.0018	4.138	0.2327	0.5284	3.2344	0	0.0853	0.2391	1.3142	0	0.7001	0.3491	1.993	0	2.2002	1.5552	6.8006	0	1.9556	0.702	3.9739	0.4577	2.5544	0.8827	5.457	0.5501	14.5804	4.3997	22.924	3.1954	0.1975	0.2694	1.1741	0	0.4918	0.1903	0.9089	0.1665	11.0831	2.3659	17.0018	4.138	0.3264	0	138.2829	71.3412	144.6826	142.0738	48.2889	56.3632	128.2421	4	28.7904	30.9888	35.1044	18.0796	376.4895	562.7692
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	8b43e329-ff49-4a56-8aaa-2a5bf1add4a2	Glioma	Glioma	PathAnnotationObject	Polygon	908.55	195.54	78.25	32.607	0.9249	11.9241	8.1325	0.7297	7.6044	2410.5933	1.9478	15.3662	2.9049	12.4613	0	0	0	0	0	0	0.0674	21.369	0.2007	1.2451	0	1.2451	0.1264	40.0706	0.5791	4.5758	0	4.5758	3.0576	969.2506	0.6934	5.7924	1.6375	4.1548	1.6623	526.9355	0.2802	2.6404	1.0349	1.6054	29.0707	9215.4268	3.6944	40.2019	19.8281	20.3737	0.3367	106.7202	0.3667	1.8651	0	1.8651	0.5157	163.4927	0.1219	0.8992	0.3561	0.5431	14.2929	4530.8589	1.9077	20.9344	10.8824	10.052	164.25	46.4827	0.9553	16.462	12.339	0.6431	3.9069	3.8861	15.3662	0	0	0	0	0	0.4096	0.5084	2.6886	0	1.0349	1.637	7.5229	0	2.8959	0.8733	5.8392	1.0558	1.7608	0.4492	3.1299	0.3951	25.3231	7.2121	40.2019	7.7928	0.3485	0.3793	1.8651	0	0.5857	0.157	1.1411	0.3561	13.1895	2.9	22.4403	5.6071	0.4696	1.0291	5.1948	0	0	0	0	0	0.7277	0.5014	2.6886	0	1.8794	1.839	7.5229	0	2.7455	0.9899	5.8392	1.0558	1.8524	0.5472	3.1299	0.3951	21.8392	7.9093	39.996	7.7928	0.3595	0.3909	1.8505	0	0.6508	0.1581	1.1411	0.3905	12.1637	3.2676	22.4403	5.6071	0.4712	0.01	237.9182	184.5218	244.995	164.7831	79.2781	40.0108	37.5891	7	29.8242	33.782	40.0116	14.6312	278.67	704.8546
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	c54616c4-c8c6-48b2-8ceb-280d41c82f7c	Glioma	Glioma	PathAnnotationObject	Polygon	924.69	195.65	55.25	28.2902	0.8675	10.647	6.4166	0.7873	7.7551	1729.3774	2.1102	15.1892	3.5224	11.6668	0	0	0	0	0	0	0.292	65.1186	0.2845	1.17	0	1.17	4.9525	1104.4081	1.1666	8.6589	1.3024	7.3566	2.1808	486.3281	0.4796	3.9668	1.2252	2.7416	2.4962	556.6469	0.4874	5.0776	1.6787	3.3988	20.2605	4518.0933	2.4535	26.3809	12.815	13.5659	0.191	42.597	0.2055	0.8304	0	0.8304	0.6616	147.5397	0.1552	1.1652	0.3823	0.7828	13.5254	3016.1724	1.4779	18.8966	11.2817	7.615	131.5	42.016	0.9361	15.2228	10.9145	0.6835	3.5082	3.9328	15.1892	0	0.0158	0.1159	1.5655	0	0.5386	0.436	1.8773	0	3.5541	1.9415	8.6589	0	2.1205	0.602	4.5091	0.7602	2.3019	0.6119	5.0776	0.7011	17.3861	4.3575	27.0497	7.1361	0.2402	0.2721	1.5641	0	0.6135	0.2135	1.2802	0.1632	12.4731	2.5418	20.878	6.3988	0.4233	0.9035	4.967	0	0.0272	0.1514	1.5655	0	0.7177	0.4398	1.8773	0	2.5383	1.7517	7.9219	0	2.0766	0.6745	4.5091	0.7602	2.1608	0.6538	4.9885	0.7011	15.2981	4.2501	27.0497	7.1361	0.2759	0.3071	1.5641	0	0.5786	0.2416	1.2802	0.1632	11.7087	2.862	20.878	6.3988	0.4168	0	252.5879	200.231	250.4441	170.5326	84.2488	55.1053	40.1886	5	25.7754	18.2638	43.5409	16.0128	280.4721	487.5196
